y_true,y_pred
6.0,6.004095
8.0,7.975232
6.0,6.213455
6.0,5.9941635
5.0,5.1994267
13.0,12.820187
11.0,11.028193
11.0,10.989191
10.0,9.957385
13.0,12.801461
15.0,14.918306
8.0,8.073702
12.0,11.876869
8.0,8.170643
8.0,8.034954
7.0,7.107667
13.0,13.009205
11.0,10.985181
12.0,12.006549
10.0,10.068252
15.0,14.93619
11.0,11.222414
17.0,16.76045
9.0,8.929724
12.0,11.995449
9.0,9.021751
14.0,13.8100815
9.0,9.003689
12.0,11.982676
9.0,9.190575
13.0,12.890643
9.0,9.070654
8.0,8.033687
8.0,8.101614
14.0,14.030085
14.0,14.004793
7.0,7.03081
12.0,12.044127
9.0,9.021351
9.0,9.026533
10.0,10.143056
17.0,16.922516
8.0,8.017022
17.0,17.042759
13.0,13.0086975
8.0,8.101208
17.0,16.952187
11.0,10.91739
9.0,9.093124
19.0,18.834896
12.0,12.047235
14.0,14.041556
17.0,16.846004
6.0,6.0704904
10.0,9.976558
11.0,10.98303
6.0,6.210109
10.0,9.837057
9.0,9.042329
5.0,5.0897293
13.0,12.890518
8.0,8.111804
7.0,7.127143
13.0,12.758919
11.0,10.789381
9.0,9.119413
8.0,8.059471
11.0,10.9915285
16.0,15.804895
8.0,8.019357
8.0,8.112442
9.0,8.946018
5.0,5.2415013
8.0,8.058199
7.0,7.13611
10.0,10.05241
7.0,7.0614853
7.0,7.104997
10.0,9.949114
8.0,8.171441
10.0,9.97329
7.0,7.181978
10.0,10.059842
7.0,7.0825577
6.0,6.0611863
8.0,8.172166
11.0,10.997581
9.0,9.011541
4.0,4.1631727
7.0,7.0032024
6.0,6.0117
10.0,9.856792
11.0,10.926342
9.0,8.979558
15.0,14.817562
6.0,5.955634
9.0,9.047601
4.0,4.16573
7.0,7.056314
4.0,4.198419
5.0,4.9645395
7.0,7.138911
5.0,5.140305
8.0,7.922074
8.0,7.825426
8.0,7.9105754
5.0,4.993123
10.0,9.98081
13.0,12.871459
8.0,7.9237294
9.0,8.98507
3.0,3.1412132
7.0,6.910583
8.0,7.9885917
6.0,6.0673842
13.0,13.019932
10.0,10.045113
4.0,4.194552
4.0,4.020296
12.0,11.81348
8.0,7.8491983
10.0,9.830034
5.0,5.020314
8.0,8.036614
9.0,9.042039
21.0,20.963707
11.0,10.958898
9.0,9.027542
4.0,4.2150946
14.0,13.957664
10.0,9.887584
4.0,4.080867
6.0,5.9577904
5.0,5.160691
6.0,6.182267
7.0,7.0054684
14.0,13.812876
8.0,7.971606
6.0,6.0553265
7.0,6.9794097
16.0,15.8951
5.0,5.113451
9.0,8.93524
4.0,4.1346498
7.0,7.108193
8.0,8.045979
4.0,3.981663
6.0,6.0087886
9.0,8.826931
6.0,5.9296975
8.0,7.9656467
10.0,9.955636
7.0,6.9262834
13.0,12.890351
6.0,6.183085
6.0,6.026858
10.0,10.019131
10.0,9.936006
9.0,9.111441
8.0,7.9919105
5.0,4.970361
11.0,10.960217
17.0,16.786678
15.0,14.873917
10.0,9.958351
13.0,13.049356
17.0,16.758204
8.0,8.176749
14.0,13.86667
9.0,9.031022
9.0,9.050804
7.0,6.998444
10.0,10.088178
7.0,7.168708
15.0,14.988131
10.0,9.98484
12.0,11.962446
9.0,9.025475
7.0,7.0500503
8.0,7.804023
11.0,10.999076
11.0,11.044843
11.0,11.133726
12.0,12.155798
16.0,15.862637
11.0,11.069477
21.0,20.747221
16.0,16.007473
7.0,7.119312
11.0,11.017053
11.0,11.068861
15.0,14.936053
11.0,10.964286
8.0,8.011994
12.0,12.013675
16.0,16.006649
11.0,11.007316
9.0,9.018309
13.0,12.869581
18.0,17.866474
15.0,14.881451
11.0,10.932313
16.0,15.944328
14.0,14.007582
9.0,9.079905
14.0,14.053041
9.0,9.00483
12.0,11.940785
18.0,17.85583
9.0,9.00897
7.0,7.1173353
10.0,10.013323
6.0,6.113546
10.0,9.98302
11.0,10.787365
13.0,12.7281475
17.0,16.823437
9.0,8.98228
6.0,6.1713753
11.0,11.069103
8.0,7.998777
8.0,7.9903326
12.0,11.826538
8.0,8.099062
10.0,9.786432
7.0,7.2872505
7.0,7.2200212
9.0,9.082598
13.0,12.861581
11.0,10.834142
9.0,9.039895
7.0,7.129809
12.0,11.767271
18.0,17.949255
11.0,11.013655
6.0,5.863908
9.0,9.023396
7.0,7.035621
13.0,12.924303
9.0,8.921905
9.0,8.856269
7.0,6.9190245
7.0,7.1068625
15.0,14.816825
5.0,5.1237173
7.0,7.01738
10.0,9.892168
11.0,11.005049
7.0,6.912119
