y_true,y_pred
6.0,6.0025067
5.0,4.9809027
13.0,12.972969
11.0,11.101927
11.0,10.989839
10.0,9.974409
13.0,12.85887
15.0,14.758178
8.0,8.064551
12.0,11.917005
8.0,8.145019
8.0,7.9998593
7.0,7.109377
13.0,12.936578
11.0,10.804034
12.0,12.021231
10.0,9.949462
15.0,14.810729
11.0,10.930866
17.0,16.854765
9.0,8.979167
12.0,11.776675
9.0,9.157115
14.0,13.936869
9.0,9.101057
12.0,12.001705
9.0,9.035305
13.0,12.83404
9.0,8.984014
8.0,8.067022
8.0,8.040593
14.0,13.995245
14.0,13.831195
7.0,7.1123657
12.0,12.020548
9.0,9.058476
9.0,8.997915
10.0,10.161802
17.0,17.025263
8.0,8.088672
17.0,16.818907
13.0,12.991707
8.0,8.016841
17.0,16.918564
11.0,11.017914
9.0,9.156913
19.0,19.010311
12.0,11.958696
14.0,13.870579
17.0,17.013548
6.0,6.1171055
10.0,10.0020895
11.0,10.960159
6.0,6.016048
10.0,9.94471
9.0,8.977892
5.0,5.190444
13.0,12.8244505
8.0,8.122769
7.0,7.1438465
13.0,12.943314
11.0,10.843559
9.0,9.070298
8.0,7.986369
11.0,11.079632
16.0,15.820886
8.0,8.106145
8.0,8.081591
9.0,9.005843
5.0,5.123148
8.0,7.979291
7.0,7.0534353
10.0,10.010946
7.0,7.1305814
7.0,7.1089144
10.0,10.041751
8.0,8.125037
10.0,9.760548
7.0,7.1274233
10.0,9.96704
7.0,7.213104
6.0,5.8793764
8.0,8.070725
11.0,11.005562
9.0,9.14134
4.0,4.140875
7.0,7.042978
6.0,6.1209035
10.0,10.132279
11.0,10.8063755
9.0,8.962383
15.0,14.805418
6.0,5.9570055
9.0,9.040344
4.0,4.1018195
7.0,6.9636335
4.0,4.0720353
5.0,4.9857183
7.0,7.0914803
5.0,5.1249332
8.0,8.010367
8.0,7.93033
8.0,7.944092
5.0,5.0203156
10.0,9.9340105
13.0,12.915861
8.0,7.951996
9.0,8.953021
3.0,2.9863245
7.0,6.9570103
8.0,8.169468
6.0,6.0239863
13.0,12.828004
10.0,9.962117
4.0,4.115142
4.0,4.0914526
12.0,11.903334
8.0,8.107246
10.0,9.939981
5.0,5.123388
8.0,8.041257
9.0,8.942328
21.0,20.855616
11.0,11.088552
9.0,9.015901
4.0,3.9647896
14.0,13.980455
10.0,9.809794
4.0,4.1248474
6.0,6.072763
5.0,5.1568446
6.0,6.0383005
7.0,7.0100355
14.0,13.771845
8.0,8.005927
6.0,5.964418
7.0,7.1125917
16.0,15.853896
5.0,4.9959445
9.0,9.014339
4.0,3.9838336
7.0,7.032682
8.0,8.075371
4.0,4.1287036
6.0,6.0007877
9.0,8.914884
6.0,5.9789925
8.0,8.087865
10.0,9.986693
7.0,7.0529556
13.0,12.793722
6.0,6.067363
6.0,5.934161
10.0,9.940827
10.0,9.873933
9.0,8.906134
8.0,8.011482
5.0,5.2058415
11.0,10.943556
17.0,16.758148
15.0,14.793051
10.0,10.033562
13.0,12.836357
17.0,16.883242
8.0,8.004853
14.0,14.060627
9.0,9.128719
9.0,9.09928
7.0,7.205065
10.0,10.031141
7.0,7.0141344
15.0,15.014907
10.0,9.993275
12.0,11.932483
9.0,9.115925
7.0,6.9745736
8.0,8.028323
11.0,11.198975
11.0,11.033109
11.0,10.830738
12.0,11.832653
16.0,15.800797
11.0,10.96629
21.0,20.95787
16.0,15.84026
7.0,6.9564314
11.0,11.038713
11.0,10.990244
15.0,14.913468
11.0,10.968397
8.0,8.175161
12.0,12.057042
16.0,15.903265
11.0,10.968259
9.0,9.034074
13.0,12.925485
18.0,17.864674
15.0,14.97273
11.0,11.016162
16.0,15.83954
14.0,13.993828
9.0,9.103228
14.0,13.8485985
9.0,9.059254
12.0,12.071319
18.0,17.923353
9.0,9.106184
7.0,7.221157
10.0,9.931526
6.0,6.106613
10.0,9.934986
11.0,11.040398
13.0,12.931794
17.0,16.880028
9.0,9.011636
6.0,6.1253443
11.0,11.26474
8.0,8.0080185
8.0,7.9251895
12.0,11.903651
8.0,8.000798
10.0,10.110008
7.0,6.981537
7.0,7.169743
9.0,9.117176
13.0,12.851351
11.0,10.92421
9.0,9.0505495
7.0,7.0239506
12.0,12.049644
18.0,17.916813
11.0,10.884749
6.0,6.094593
9.0,8.920508
7.0,7.0166287
13.0,12.880489
9.0,8.933424
9.0,9.042092
7.0,7.0127954
7.0,7.1466155
15.0,14.876868
5.0,5.0470953
7.0,7.0457654
10.0,9.992348
11.0,10.970148
7.0,7.0032086
