y_true,y_pred
13.0,12.985238
11.0,10.945299
10.0,10.057303
7.0,7.1940355
9.0,8.770066
12.0,11.996629
9.0,8.974691
10.0,10.038726
15.0,14.929835
10.0,10.0510235
13.0,12.976606
14.0,13.924062
15.0,14.77646
8.0,8.052636
11.0,10.871254
11.0,11.046536
13.0,12.822937
9.0,9.095808
6.0,6.136245
11.0,11.123432
13.0,13.019908
9.0,8.932198
10.0,10.141589
15.0,14.821819
13.0,12.96978
6.0,6.0306854
17.0,16.995525
7.0,7.160234
9.0,9.071472
14.0,13.947394
16.0,15.991335
12.0,11.951439
13.0,13.000793
11.0,10.964794
9.0,9.069457
19.0,18.846844
13.0,12.991043
11.0,10.993176
10.0,10.055401
10.0,10.033786
10.0,9.999173
15.0,14.965482
10.0,10.180083
6.0,6.1734443
17.0,16.816471
14.0,13.93466
11.0,11.0295
9.0,9.039218
10.0,9.971292
13.0,13.0187025
7.0,7.2046847
14.0,13.993482
17.0,16.81236
6.0,6.0165286
7.0,7.040435
10.0,10.011893
13.0,12.96114
13.0,13.049476
12.0,11.919939
7.0,7.0008645
15.0,14.90119
14.0,13.86349
16.0,15.828253
12.0,11.982465
14.0,13.93888
18.0,17.997213
14.0,14.007855
11.0,10.996613
10.0,10.212486
6.0,6.0942144
9.0,8.976915
12.0,11.971639
9.0,9.104869
9.0,8.934734
13.0,12.995584
18.0,17.768053
9.0,9.118651
7.0,7.016374
6.0,6.1877327
9.0,8.970087
9.0,9.044563
10.0,9.864154
4.0,4.154579
8.0,8.209767
7.0,6.980183
6.0,6.2262754
14.0,13.992199
7.0,6.9794335
9.0,8.946882
11.0,10.983264
9.0,9.098248
4.0,4.0171432
6.0,6.0218663
9.0,8.917839
8.0,7.8575344
7.0,6.91938
8.0,7.9912663
8.0,7.9660335
5.0,5.0458207
3.0,3.0617242
6.0,6.123626
13.0,12.939417
2.0,2.0854554
5.0,5.0289135
6.0,6.055254
3.0,2.998018
8.0,8.026357
10.0,10.036573
8.0,8.033839
3.0,3.0551794
7.0,7.085774
8.0,7.985509
6.0,6.1711698
12.0,11.9289055
14.0,14.025534
6.0,5.975207
4.0,4.1417384
7.0,6.98378
4.0,4.1338816
5.0,4.982156
13.0,12.95187
12.0,11.999912
14.0,13.88212
6.0,5.9960456
13.0,12.994206
7.0,7.0457106
14.0,13.874036
9.0,8.95485
9.0,9.009068
10.0,9.839332
4.0,4.10131
11.0,10.90066
9.0,8.833481
5.0,4.945126
4.0,4.146393
13.0,12.91145
7.0,7.040698
8.0,7.9218864
14.0,13.951323
7.0,7.085933
7.0,7.123777
19.0,18.759167
7.0,6.9634523
12.0,11.800588
10.0,9.95477
9.0,8.986384
6.0,6.0624647
4.0,4.119292
10.0,9.795781
6.0,6.0182796
8.0,7.990866
6.0,6.1912246
6.0,6.1406393
9.0,8.938375
8.0,8.042309
15.0,15.030136
14.0,14.033198
13.0,12.732574
11.0,11.071306
10.0,10.121732
16.0,15.811178
7.0,6.968089
6.0,6.2251034
8.0,8.213495
8.0,8.023085
13.0,12.958046
12.0,12.06787
13.0,12.899768
11.0,10.856514
9.0,9.18983
13.0,13.0293
10.0,10.021556
13.0,12.84106
9.0,9.02471
9.0,9.097476
7.0,7.169704
16.0,16.061842
7.0,7.167368
9.0,9.1836405
13.0,13.066621
12.0,12.0288105
9.0,8.937086
14.0,13.830519
9.0,9.025007
7.0,7.160811
7.0,6.997694
8.0,8.091686
10.0,10.064886
10.0,10.156617
14.0,14.003143
9.0,9.010475
8.0,8.024258
12.0,11.95398
11.0,10.879223
8.0,7.982828
12.0,12.033015
9.0,9.022826
12.0,12.041961
9.0,9.050986
19.0,18.880503
10.0,10.074351
22.0,21.852526
11.0,10.999368
11.0,10.972185
11.0,10.913855
17.0,16.979078
13.0,12.961681
19.0,18.760237
9.0,9.074265
16.0,16.008118
8.0,8.090964
9.0,8.964867
10.0,9.961655
11.0,11.001732
11.0,10.891009
11.0,10.994762
8.0,7.969941
8.0,8.02517
9.0,9.220511
10.0,9.85398
14.0,13.836616
13.0,12.807552
14.0,13.7544985
8.0,8.056264
15.0,14.923081
11.0,11.1297245
8.0,7.9953213
12.0,12.068416
6.0,6.170801
12.0,11.922487
19.0,18.914755
8.0,8.027058
19.0,18.850079
6.0,6.051476
7.0,7.035789
8.0,8.085058
16.0,15.959636
14.0,13.87707
13.0,12.968833
9.0,8.975203
5.0,5.0004196
12.0,11.825234
8.0,7.954249
8.0,7.9483776
5.0,5.155541
9.0,8.97087
