,patch_0,patch_1,patch_2,patch_3,patch_4,patch_5,patch_6,patch_7,patch_8,patch_9,patch_10,patch_11,patch_12,patch_13,patch_14,patch_15,patch_16,patch_17,patch_18,patch_19,patch_20,patch_21,patch_22,patch_23,patch_24,patch_25,patch_26,patch_27,patch_28,patch_29,patch_30,patch_31,patch_32,patch_33,patch_34,patch_35,patch_36,patch_37,patch_38,patch_39,patch_40,patch_41,patch_42,patch_43,patch_44,patch_45,patch_46,patch_47,patch_48,patch_49,patch_50,patch_51,patch_52,patch_53,patch_54,patch_55,patch_56
2024-09-12,212,389,684,0,0,0,0,0,0,0,0,0,0,570,369,0,0,121,557,815,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-13,202,392,674,0,0,0,0,0,0,0,0,0,0,604,360,0,0,115,569,804,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-14,223,410,684,0,0,0,0,0,0,0,0,0,0,635,388,0,0,110,571,784,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-15,230,436,678,0,0,0,0,0,0,0,0,0,0,646,387,0,0,117,604,779,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-16,270,438,697,0,0,0,0,0,0,0,0,0,0,589,403,0,0,133,617,805,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-17,297,474,740,0,0,0,0,0,0,0,0,0,0,564,408,0,0,127,585,804,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-18,297,511,805,0,0,0,0,0,0,0,0,0,0,565,394,0,0,152,601,819,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-19,290,551,859,0,0,0,0,0,0,0,0,0,0,551,379,0,0,177,610,856,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-20,349,580,913,0,0,0,0,0,0,0,0,0,0,579,353,0,0,153,670,846,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-21,370,596,943,0,0,0,0,0,0,0,0,0,0,597,344,0,0,144,755,886,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-22,377,654,989,0,0,0,0,0,0,0,0,0,0,572,347,0,0,161,811,913,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-23,412,651,1050,0,0,0,0,0,0,0,0,0,0,615,322,0,0,161,823,950,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-24,425,673,1115,0,0,0,0,0,0,0,0,0,0,637,338,0,0,168,861,1009,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-25,388,718,1151,0,0,0,0,0,0,0,0,0,0,659,357,0,0,196,861,1029,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26,368,794,1166,0,0,0,0,0,0,0,0,0,0,695,356,0,0,189,901,1047,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27,393,790,1170,0,0,0,0,0,0,0,0,0,0,696,353,0,0,195,929,1081,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28,420,870,1229,0,0,0,0,0,0,0,0,0,0,697,382,0,0,189,957,1094,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-29,509,919,1326,0,0,0,0,0,0,0,0,0,0,713,382,0,0,194,1007,1136,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-30,561,925,1409,0,0,0,0,0,0,0,0,0,0,746,377,0,0,219,1105,1228,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-01,580,952,1397,0,0,0,0,0,0,0,0,0,0,729,429,0,0,240,1183,1325,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-02,561,1002,1407,0,0,0,0,0,0,0,0,0,0,769,411,0,0,251,1194,1329,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-03,576,1008,1418,0,0,0,0,0,0,0,0,0,0,807,434,0,0,281,1144,1328,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-04,623,990,1356,0,0,0,0,0,0,0,0,0,0,811,449,0,0,257,1149,1355,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-05,637,969,1374,0,0,0,0,0,0,0,0,0,0,830,473,0,0,256,1188,1340,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-06,638,1050,1490,0,0,0,0,0,0,0,0,0,0,830,449,0,0,285,1176,1300,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-07,593,1043,1384,0,0,0,0,0,0,0,0,0,0,842,443,0,0,287,1217,1350,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-08,601,983,1261,0,0,0,0,0,0,0,0,0,0,899,414,0,0,286,1289,1344,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-09,601,970,1222,0,0,0,0,0,0,0,0,0,0,819,435,0,0,266,1224,1358,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-10,568,905,1142,0,0,0,0,0,0,0,0,0,0,811,416,0,0,239,1220,1387,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-11,556,880,1196,0,0,0,0,0,0,0,0,0,0,850,456,0,0,243,1165,1321,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-12,554,842,1177,0,0,0,0,0,0,0,0,0,0,865,450,0,0,239,1156,1309,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-13,493,830,1114,0,0,0,0,0,0,0,0,0,0,899,498,0,0,236,1183,1330,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-14,476,804,1121,0,0,0,0,0,0,0,0,0,0,936,504,0,0,211,1188,1382,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-15,450,836,1087,0,0,0,0,0,0,0,0,0,0,1001,497,0,0,213,1159,1384,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-16,444,803,1080,0,0,0,0,0,0,0,0,0,0,1004,543,0,0,212,1135,1378,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17,430,771,1125,0,0,0,0,0,0,0,0,0,0,968,591,0,0,210,1125,1360,224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18,400,784,1192,1,0,0,0,0,0,0,0,0,0,974,627,0,0,212,1130,1348,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-19,419,795,1202,0,0,0,0,0,0,0,0,0,0,1018,596,0,0,174,1123,1416,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-20,405,834,1230,0,0,0,0,0,0,0,0,0,0,1059,620,0,0,186,1126,1412,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-21,423,860,1253,0,0,0,0,0,0,0,0,0,0,1038,630,0,0,195,1141,1439,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-22,445,883,1305,0,0,0,0,0,0,0,0,0,0,1077,626,0,0,197,1130,1435,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-23,461,880,1281,0,0,0,0,0,0,0,0,0,0,1121,607,0,0,199,1139,1458,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,459,843,1227,0,1,0,0,0,0,0,0,0,0,1131,589,0,0,206,1143,1485,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,443,840,1263,1,0,0,0,0,0,0,0,0,0,1079,587,0,0,229,1136,1502,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-26,432,822,1229,0,0,0,0,0,0,0,0,0,0,1101,605,0,0,220,1152,1466,252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-27,438,843,1212,0,0,0,0,0,0,0,0,0,0,1119,611,0,0,206,1105,1398,264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-28,476,843,1222,0,0,0,0,0,0,0,0,0,0,1105,599,0,0,199,1072,1357,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-29,473,831,1186,0,0,0,0,0,0,0,0,0,0,1130,582,0,0,187,1086,1372,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-30,451,854,1269,1,0,0,0,0,0,0,0,0,0,1117,608,0,0,206,1097,1386,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-31,458,904,1320,1,0,0,0,0,0,0,0,0,0,1089,620,0,0,204,1135,1429,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-01,503,889,1326,0,0,0,0,0,0,0,0,0,0,1131,611,0,0,203,1174,1461,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-02,549,941,1392,0,0,0,0,0,0,0,0,0,0,1172,641,0,0,215,1172,1460,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-03,531,1062,1456,0,0,0,0,0,0,0,0,0,0,1217,662,0,0,231,1219,1470,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-04,563,1123,1454,0,0,0,0,0,0,0,0,0,0,1192,673,0,0,237,1266,1549,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-05,622,1142,1540,0,0,0,0,0,0,0,0,0,0,1177,703,0,0,255,1331,1615,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06,666,1171,1613,0,0,0,0,0,0,0,0,0,0,1172,677,0,0,287,1413,1615,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-07,677,1275,1746,0,0,0,0,0,0,0,0,0,0,1125,705,0,0,313,1513,1634,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-08,756,1336,1828,0,0,0,0,0,0,0,0,0,0,1214,665,0,0,330,1624,1660,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-09,818,1497,1892,0,0,0,0,0,0,0,0,0,0,1237,693,0,0,328,1676,1734,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-10,891,1613,2056,0,0,0,0,0,0,0,0,0,0,1222,707,0,0,339,1818,1757,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-11,973,1629,2081,0,0,0,0,0,0,0,0,0,0,1228,718,0,0,365,1940,1804,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-12,1022,1645,2083,0,1,0,0,0,0,0,0,0,0,1271,711,0,0,416,1999,1804,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-13,981,1718,2094,0,1,0,0,0,0,0,0,0,0,1207,677,0,0,426,2042,1828,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-14,1023,1817,2107,0,1,0,0,0,0,0,0,0,0,1301,714,0,0,435,1979,1795,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-15,1067,1866,2140,0,1,0,0,0,0,0,0,0,0,1284,742,0,0,452,1971,1777,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-16,1109,1956,2126,0,0,0,0,0,0,0,0,0,0,1267,704,0,0,453,2041,1783,311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-17,1170,1918,2163,0,0,0,0,0,0,0,0,0,0,1296,719,0,0,460,2104,1796,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-18,1160,1959,2141,0,0,0,0,0,0,0,0,0,0,1360,695,0,0,492,2137,1914,311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-19,1163,2019,2108,0,0,0,0,0,0,0,0,0,0,1409,723,0,0,523,2199,1963,303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-20,1214,2067,2197,0,1,0,0,0,0,0,0,0,0,1438,760,0,0,509,2184,1980,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-21,1251,2094,2318,0,1,0,0,0,0,0,0,0,0,1399,771,0,0,536,2189,2007,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-22,1231,2052,2267,0,0,0,0,0,0,0,0,0,0,1397,787,0,0,556,2250,2086,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-23,1289,1975,2332,0,0,0,0,0,0,0,0,0,0,1413,811,0,0,558,2189,2126,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-24,1230,1979,2299,0,0,0,0,0,0,0,0,0,0,1374,820,0,0,537,2187,2208,334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-25,1174,1932,2255,1,0,0,0,0,0,0,0,0,0,1424,852,0,0,532,2254,2090,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-26,1111,1838,2157,0,0,0,0,0,0,0,0,0,0,1424,834,0,0,527,2176,2070,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-27,1139,1704,2166,0,0,0,0,0,0,0,0,0,0,1358,865,0,0,469,2150,2043,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-28,1076,1709,2109,0,0,0,0,0,0,0,0,0,0,1368,890,0,0,471,2080,2045,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-29,959,1704,2100,0,0,0,0,0,0,0,0,0,0,1380,865,0,0,441,1940,2039,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-30,960,1689,2124,0,0,0,0,0,0,0,0,0,0,1341,889,0,0,452,1947,1990,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-01,992,1653,2016,0,0,0,0,0,0,0,0,0,0,1482,828,0,0,418,1901,1963,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-02,957,1648,2019,0,0,0,0,0,0,0,0,0,0,1496,823,0,0,404,1905,1984,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-03,949,1646,2036,0,0,0,0,0,0,0,0,0,0,1521,856,0,0,416,1867,1945,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-04,986,1658,2052,0,0,0,0,0,0,0,0,0,0,1510,884,0,0,426,1916,2047,341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-05,1014,1792,2115,0,0,0,0,0,0,0,0,0,0,1462,916,0,0,445,1932,2129,355,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-06,1097,1937,2172,0,0,0,0,0,0,0,0,0,0,1519,876,0,0,410,2005,2097,353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-07,1126,2012,2356,0,0,0,0,0,0,0,0,0,0,1494,895,0,0,446,2050,2120,334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-08,1178,2065,2396,0,0,0,0,0,0,0,0,0,0,1467,870,0,0,446,2187,2188,363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-09,1206,2152,2487,0,0,0,0,0,0,0,0,0,0,1506,816,0,0,477,2374,2241,362,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-10,1312,2291,2605,0,0,0,0,0,0,0,0,0,0,1501,859,0,0,509,2437,2360,329,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-11,1459,2514,2804,0,0,0,0,0,0,0,0,0,0,1528,871,0,0,528,2568,2458,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-12,1625,2643,2988,0,0,0,0,0,0,0,0,0,0,1644,823,0,0,582,2693,2498,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-13,1728,2894,3163,0,0,0,0,0,0,0,0,0,0,1631,896,0,0,641,2814,2562,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-14,1840,3058,3408,0,0,0,0,0,0,0,0,0,0,1714,898,0,0,733,3005,2662,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-15,1958,3297,3608,0,0,0,0,0,0,0,0,0,0,1704,911,0,0,800,3320,2709,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-16,2158,3567,3815,0,0,0,0,0,0,0,0,0,0,1716,876,0,0,826,3616,2881,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-17,2351,3774,4099,0,0,0,0,0,0,0,0,0,0,1779,911,0,0,878,3781,2926,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-18,2394,3788,3909,0,0,0,0,0,0,0,0,0,0,1878,920,0,0,936,3975,3041,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-19,2333,3683,3844,0,0,0,0,0,0,0,0,0,0,1972,924,0,0,998,4027,3097,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-20,2230,3602,3691,0,0,0,0,0,0,0,0,0,0,2051,998,0,0,986,3912,3031,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-21,2156,3345,3414,0,0,0,0,0,0,0,0,0,0,1972,1035,0,0,965,3833,3123,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-22,2003,3124,3223,0,0,0,0,0,0,0,0,0,0,1935,1073,0,0,931,3643,3105,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-23,1873,2939,3117,0,0,0,0,0,0,0,0,0,0,1937,1033,0,0,831,3469,2893,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-24,1737,2846,3022,0,0,0,0,0,0,0,0,0,0,1939,1020,0,0,794,3169,2826,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-25,1604,2639,2921,0,0,0,0,0,0,0,0,0,0,1889,1038,0,0,780,3036,2737,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-26,1505,2558,2763,0,0,0,0,0,0,0,0,0,0,1822,1059,0,0,730,2864,2686,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-27,1494,2439,2671,0,0,0,0,0,0,0,0,0,0,1884,1058,0,0,703,2763,2614,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-28,1463,2378,2604,0,0,0,0,0,0,0,0,0,0,1832,1078,0,0,662,2645,2643,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-29,1441,2300,2652,0,0,0,0,0,0,0,0,0,0,1822,1050,0,0,666,2570,2534,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
