y_true,y_pred
8.0,8.012301
6.0,6.0334134
6.0,6.14869
5.0,5.1251073
13.0,13.02301
11.0,10.983804
11.0,10.788789
10.0,10.141141
13.0,12.969381
15.0,14.946591
8.0,8.023425
12.0,11.96966
8.0,7.956553
8.0,8.081471
7.0,7.1666536
13.0,13.0578785
11.0,10.923409
12.0,11.9871235
10.0,10.027889
15.0,14.794435
11.0,10.933698
17.0,16.795214
9.0,9.053175
12.0,12.067984
9.0,9.058748
14.0,13.960821
9.0,9.155738
12.0,12.070325
9.0,8.969326
13.0,13.051835
9.0,9.057949
8.0,8.090016
8.0,8.0673275
14.0,13.839079
14.0,13.9859
7.0,6.9877133
12.0,11.953885
9.0,9.021545
9.0,8.918067
10.0,10.0284395
17.0,17.028545
8.0,7.9960938
17.0,17.00385
13.0,12.980851
8.0,8.050488
17.0,16.877516
11.0,11.042933
9.0,8.999715
19.0,18.790329
12.0,11.977557
14.0,13.894932
17.0,16.867203
6.0,6.169268
10.0,9.997586
11.0,11.009904
6.0,6.160695
10.0,10.125953
9.0,9.07322
5.0,5.1746573
13.0,12.996511
8.0,7.9972916
7.0,6.96643
13.0,12.916356
11.0,11.020087
9.0,8.999183
8.0,8.04331
11.0,10.931076
16.0,15.849986
8.0,8.061398
8.0,8.019576
9.0,9.163558
5.0,4.9913745
8.0,8.090882
7.0,6.9258585
10.0,10.011587
7.0,7.0197344
7.0,7.015258
10.0,10.030341
8.0,8.039353
10.0,9.90321
7.0,6.9740267
10.0,10.020417
7.0,7.100029
6.0,5.922236
8.0,7.9445353
11.0,10.893615
9.0,9.055674
4.0,4.1352606
7.0,7.00199
6.0,5.9601526
10.0,9.822861
11.0,10.900684
9.0,8.970451
15.0,14.925047
6.0,6.0170593
9.0,8.9747305
4.0,4.075558
7.0,7.0371456
4.0,4.0356975
5.0,5.051462
7.0,7.102697
5.0,5.1453238
8.0,7.9781847
8.0,7.9348526
8.0,7.99103
5.0,5.0496826
10.0,9.971761
13.0,12.8962345
8.0,8.015035
9.0,8.985586
3.0,3.0272698
7.0,7.030761
8.0,8.00262
6.0,6.039035
13.0,12.98572
10.0,9.9529505
4.0,4.1080117
4.0,4.087065
12.0,11.888134
8.0,8.100412
10.0,9.995878
5.0,5.0658374
8.0,7.8815665
9.0,8.849771
21.0,20.964956
11.0,10.951492
9.0,8.996947
4.0,4.1247964
14.0,13.850348
10.0,9.933486
4.0,4.168891
6.0,6.03967
5.0,5.008855
6.0,6.1241794
7.0,6.904853
14.0,13.860876
8.0,7.9889307
6.0,5.9786487
7.0,7.1164336
16.0,15.895638
5.0,5.004169
9.0,8.850012
4.0,4.1693945
7.0,7.0262375
8.0,8.019962
4.0,4.09198
6.0,6.064749
9.0,9.009515
6.0,6.0452833
8.0,7.9629726
10.0,10.0672865
7.0,7.2067547
13.0,12.966472
6.0,6.0215116
6.0,6.0216055
10.0,9.973946
10.0,9.982733
9.0,9.0398035
8.0,8.091187
5.0,5.0880427
11.0,10.9101305
17.0,16.84729
15.0,14.794006
10.0,10.0904255
13.0,12.98159
17.0,16.810284
8.0,8.090097
14.0,13.93594
9.0,9.059742
9.0,8.9152565
7.0,7.1711493
10.0,9.956699
7.0,7.0173783
15.0,14.8392315
10.0,9.967089
12.0,12.025845
9.0,9.086514
7.0,7.112458
8.0,8.127587
11.0,10.925309
11.0,11.00469
11.0,10.962724
12.0,12.118395
16.0,15.902677
11.0,10.998441
21.0,20.887602
16.0,15.833096
7.0,6.9675493
11.0,11.011253
11.0,10.965775
15.0,14.93757
11.0,11.166931
8.0,8.059413
12.0,11.977367
16.0,15.982849
11.0,10.989401
9.0,9.019833
13.0,13.003712
18.0,17.986721
15.0,14.814412
11.0,11.03561
16.0,16.0178
14.0,14.001109
9.0,9.0303955
14.0,13.886872
9.0,9.030909
12.0,11.891529
18.0,17.999676
9.0,8.968797
7.0,7.105672
10.0,9.90313
6.0,6.0514956
10.0,10.117832
11.0,10.992354
13.0,13.046278
17.0,16.747616
9.0,9.093425
6.0,6.000444
11.0,10.945021
8.0,8.112827
8.0,8.056384
12.0,11.897922
8.0,8.024189
10.0,9.955611
7.0,7.1510754
7.0,6.898552
9.0,8.957025
13.0,12.819657
11.0,10.844015
9.0,8.957943
7.0,7.046018
12.0,12.198325
18.0,17.859552
11.0,11.041332
6.0,6.0763903
9.0,9.129752
7.0,7.103388
13.0,12.900774
9.0,9.004107
9.0,8.903808
7.0,6.956333
7.0,6.9851055
15.0,14.776358
5.0,5.046968
7.0,6.9679537
10.0,10.037476
11.0,10.945665
7.0,6.9619308
